spam	enron1/4743.2005-06-25.GP.spam.txt	what up , , your cam babe
spam	enron1/1309.2004-06-08.GP.spam.txt	want to make more money ?
spam	enron1/0726.2004-03-26.GP.spam.txt	food for thoughts
spam	enron1/0202.2004-01-13.GP.spam.txt	miningnews . net newsletter - tuesday , january 13 , 2004
spam	enron1/3988.2005-03-06.GP.spam.txt	your pharmacy ta
spam	enron1/0758.2004-04-02.GP.spam.txt	bigger breast just from a pill
spam	enron1/5145.2005-09-04.GP.spam.txt	cant find you on msn . . .
spam	enron1/4382.2005-04-26.GP.spam.txt	majestic rx
spam	enron1/2794.2004-11-11.GP.spam.txt	quick way to buy soft - ware
spam	enron1/1489.2004-07-03.GP.spam.txt	so , it ' s me , varenukha
spam	enron1/0391.2004-02-08.GP.spam.txt	cfp : int . conf . on web delivering of music , wedelmusic 2004 , barcelona , spain
spam	enron1/3312.2004-12-27.GP.spam.txt	some advice to him
spam	enron1/4735.2005-06-20.GP.spam.txt	software at incredibly low prices ( 83 % lower ) . unconscionable botching
spam	enron1/1993.2004-08-26.GP.spam.txt	- want a new laptop ? - get one free !
spam	enron1/1313.2004-06-09.GP.spam.txt	victory at last
spam	enron1/4577.2005-05-27.GP.spam.txt	fw : win - dows xp + office xp = 80 dol lars .
spam	enron1/3714.2005-02-05.GP.spam.txt	the bast phharma out ther - same da - y shijpping ! chromium
spam	enron1/1180.2004-05-21.GP.spam.txt	patent
spam	enron1/0256.2004-01-20.GP.spam.txt	= ? iso - 8859 - 7 ? q ? = 5 b = 3 f = 5 d _ _ want _ pills = 3 fviagr @ = 2 cval = ef = 28 u = 29 ? =
spam	enron1/5132.2005-09-02.GP.spam.txt	replica rolex and other popular brands
spam	enron1/3383.2005-01-04.GP.spam.txt	enjoy your partner
spam	enron1/5020.2005-08-16.GP.spam.txt	funny
spam	enron1/1656.2004-07-19.GP.spam.txt	allergies bothering you ? buy drugs online . mitt
spam	enron1/3042.2004-12-05.GP.spam.txt	pain is killing you
spam	enron1/0555.2004-02-22.GP.spam.txt	feeling down about the slze of your johnson . . .
spam	enron1/5155.2005-09-05.GP.spam.txt	he ' s gone for the night
spam	enron1/1107.2004-05-15.GP.spam.txt	buy your medicines from us , viagra , xanax and more .
spam	enron1/3591.2005-01-26.GP.spam.txt	save a bundle on meds !
spam	enron1/2649.2004-10-27.GP.spam.txt	security alert on microsoft internet explorer
spam	enron1/0407.2004-02-11.GP.spam.txt	my testimonial about skuper viakgra loquacity hunt associate beloit pasadena island cilia upbraid foursquare puppyish backward rapport councilwoman rood circumcircle tootle awake hamster duplicate amino blubber colorado teleprocessing ignore celebrate pan immigrant iowa buteo estes sec frederick throng galt deerstalker digitalis furnish
spam	enron1/3173.2004-12-13.GP.spam.txt	better pricing means more savings to you .
spam	enron1/3858.2005-02-17.GP.spam.txt	learn to save on medications at discount pharmacy
spam	enron1/3035.2004-12-03.GP.spam.txt	heisser fetish
spam	enron1/0862.2004-04-15.GP.spam.txt	just got out of school
spam	enron1/1218.2004-05-28.GP.spam.txt	copies everything - easy download or disc
spam	enron1/0328.2004-01-29.GP.spam.txt	lyz balk filters ? - forget xof 8 ttb
spam	enron1/0104.2003-12-29.GP.spam.txt	= ? iso - 8859 - 7 ? q ? = 5 b = 3 f = 5 d _ fwd : 2 _ day _ sale _ on _ gener = edc _ vlagra ? =
spam	enron1/3302.2004-12-26.GP.spam.txt	refill notification ref : dfo - 102056072
spam	enron1/1040.2004-05-06.GP.spam.txt	hi paliourg have pills here . everything for you . coolant ymuhfikr leisure
spam	enron1/3973.2005-03-05.GP.spam.txt	investment news : hot stock this week ! "
spam	enron1/2888.2004-11-20.GP.spam.txt	80 ( % off mediccationn
spam	enron1/4428.2005-05-01.GP.spam.txt	start saving now
spam	enron1/4363.2005-04-24.GP.spam.txt	excellent rx
spam	enron1/2957.2004-11-27.GP.spam.txt	re : orderr your mdedicationns now
spam	enron1/3343.2004-12-29.GP.spam.txt	italian crafted rolex from $ 75 to $ 275 - free shipping
spam	enron1/1469.2004-07-02.GP.spam.txt	my phone number
spam	enron1/2807.2004-11-12.GP.spam.txt	x p pro $ 50
spam	enron1/4412.2005-04-29.GP.spam.txt	[ auto - reply ] special report reveals this smallcap
spam	enron1/1452.2004-06-29.GP.spam.txt	nb real vallum , x . anax , l . evitra . . soma . . much more . . . . . . us p ` harmacies
spam	enron1/4420.2005-04-30.GP.spam.txt	popular software at low low prices . advocated sunshine
spam	enron1/4687.2005-06-12.GP.spam.txt	works wondder
spam	enron1/4766.2005-06-28.GP.spam.txt	account # 20367 s tue , 28 jun 2005 11 : 41 : 41 - 0800
spam	enron1/3687.2005-02-04.GP.spam.txt	featured company earns highest rating of the year
spam	enron1/2167.2004-09-15.GP.spam.txt	get it free - ibm thinkpad computer !
spam	enron1/2030.2004-08-30.GP.spam.txt	entourage , stockmogul newsletter
spam	enron1/2455.2004-10-09.GP.spam.txt	sex that hurts - stretch till they squeal ! ! !
spam	enron1/0307.2004-01-24.GP.spam.txt	your 60 second auto loan will be accepted
spam	enron1/1581.2004-07-13.GP.spam.txt	better than vmagra
spam	enron1/0135.2004-01-04.GP.spam.txt	degree verification
spam	enron1/4152.2005-04-01.GP.spam.txt	free report on the euro tells you how you can gain from it
spam	enron1/2581.2004-10-23.GP.spam.txt	meet over 1 million girls sigletos
spam	enron1/0578.2004-02-29.GP.spam.txt	: : : : : : : : : : : like ma - a - sturbation : : : : : : : : : : : destructor
spam	enron1/3072.2004-12-06.GP.spam.txt	colloquy
spam	enron1/2353.2004-10-02.GP.spam.txt	vlagra : discreet , no prescription , fast shipping !
spam	enron1/3921.2005-02-25.GP.spam.txt	cialis soft tabs - super viagra
spam	enron1/0849.2004-04-14.GP.spam.txt	interesting stuff
spam	enron1/0176.2004-01-11.GP.spam.txt	system information - january 5 th
spam	enron1/2111.2004-09-10.GP.spam.txt	today ' s daily sales for angelo only
spam	enron1/3562.2005-01-23.GP.spam.txt	the daily stock barometer
spam	enron1/4132.2005-03-28.GP.spam.txt	get all the same meds for less .
spam	enron1/4472.2005-05-10.GP.spam.txt	small - cap market advisors
spam	enron1/5057.2005-08-22.GP.spam.txt	do you care ?
spam	enron1/0588.2004-03-02.GP.spam.txt	best choice rx - free online prescriptions - fedexed overnight sm
spam	enron1/1960.2004-08-23.GP.spam.txt	ordering this pain medication
spam	enron1/4455.2005-05-07.GP.spam.txt	do you like computers
spam	enron1/3455.2005-01-11.GP.spam.txt	cheapest meds you ' ll find .
spam	enron1/2756.2004-11-08.GP.spam.txt	home loans & refinancing at very low rates !
